2010,1983,2.2719
2010,1984,2.0630
2010,1985,1.9052
2010,1986,1.7937
2010,1987,1.7087
2010,1988,1.6324
2010,1989,1.5612
2010,1990,1.5001
2010,1991,1.4488
2010,1992,1.4167
2010,1993,1.3982
2010,1994,1.3730
2010,1995,1.3180
2010,1996,1.2553
2010,1997,1.2273
2010,1998,1.2114
2010,1999,1.2030
2010,2000,1.1969
2010,2001,1.1722
2010,2002,1.1580
2010,2003,1.1385
2010,2004,1.1276
2010,2005,1.1127
2010,2006,1.0908
2010,2007,1.0674
2010,2008,1.0343
2010,2009,1.0120
2010,2010,1.0000
